# Constructed from biom file
#OTU ID	A_M05_05_F	A_M05_05_S	A_M06_05_F	A_M06_05_S	A_M10_03_S	A_M11_03_F	A_M11_05_F	A_M11_05_S	A_M12_03_F	A_M12_05_F	A_M12_05_S	A_M13_03_F	A_M14_03_S	A_M15_03_S	A_M17_03_S	A_M18_03_F	A_M19_03_F	A_M19_05_F	A_M19_05_S	A_M20_05_F	A_M20_05_S	A_M21_05_F	A_M21_05_S	A_M22_03_F	A_M23_03_S	A_M24_03_S	A_M36_03_S	A_M37_03_F	A_M38_03_F	A_M39_03_F	A_M40_03_S	A_M41_03_S	taxonomy
8f586ba42658c6af11354f6a47dc4e92	67.0	78.0	7.0	71.0	15955.0	16111.0	0.0	0.0	16735.0	0.0	8.0	28119.0	21264.0	20117.0	66.0	7.0	21.0	159.0	20.0	68.0	45.0	77.0	16.0	34.0	40.0	59.0	17635.0	6439.0	9436.0	22994.0	16796.0	15187.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Thalassiosirales; Thalassiosiraceae; Porosira; Porosira_glacialis
fe4874418656daa285ee7eb201f3200f	2489.0	16442.0	3148.0	17242.0	5735.0	2168.0	605.0	7933.0	1368.0	855.0	9667.0	2936.0	4073.0	5492.0	5502.0	597.0	2404.0	676.0	2514.0	610.0	2264.0	483.0	3063.0	1530.0	5692.0	4890.0	4391.0	649.0	1358.0	4287.0	6471.0	5123.0	Eukaryota; Haptista; Haptophyta; Haptophyta_X; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis_pouchetii
9866dbaaca3ffd79affe9925c493e561	2370.0	754.0	2416.0	4038.0	4206.0	608.0	0.0	791.0	3384.0	5956.0	4899.0	4903.0	2770.0	2841.0	9072.0	8629.0	11643.0	1564.0	2189.0	141.0	226.0	943.0	2191.0	11523.0	7950.0	9736.0	4297.0	2699.0	2805.0	4300.0	4341.0	1173.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Arthropoda; Crustacea; Maxillopoda; Oithona; Oithona_similis
3f530d791abdeea02c3db94d598381e0	0.0	0.0	0.0	0.0	11707.0	3981.0	0.0	0.0	8178.0	0.0	0.0	10054.0	14649.0	10579.0	0.0	0.0	0.0	35.0	56.0	132.0	113.0	43.0	40.0	0.0	0.0	0.0	14532.0	2744.0	3823.0	6905.0	9395.0	7722.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Eupodiscales; Odontellaceae; Odontella
d7bf6cd3567a59eb4ddf913b2982e859	323.0	186.0	279.0	319.0	554.0	474.0	483.0	228.0	553.0	173.0	152.0	558.0	273.0	485.0	3157.0	7590.0	3782.0	4269.0	3115.0	3901.0	3887.0	2190.0	3951.0	4686.0	3318.0	3306.0	1588.0	2871.0	1082.0	2333.0	1300.0	2533.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_helveticum
1176c37294050ac8484324633b395b3f	280.0	151.0	329.0	291.0	3075.0	1024.0	99.0	422.0	559.0	1211.0	179.0	672.0	1042.0	3156.0	1536.0	8072.0	6021.0	505.0	579.0	94.0	47.0	295.0	226.0	6554.0	960.0	1684.0	1786.0	7870.0	907.0	6160.0	1104.0	701.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
33504daa0fb7ccfe2b97b43a2c28757f	8806.0	18032.0	13723.0	13090.0	0.0	0.0	7.0	16.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	101.0	55.0	27.0	61.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; TSAR; Rhizaria; Cercozoa; Filosa-Imbricatea; Filosa-Imbricatea_X; Novel-clade-2; Novel-clade-2_X; Novel-clade-2_X_sp.
9fde33753d31adfb7123a0635a5ef41a	892.0	431.0	1132.0	609.0	333.0	4380.0	3164.0	505.0	1609.0	4598.0	1432.0	1892.0	664.0	431.0	593.0	6714.0	3791.0	1527.0	328.0	1436.0	585.0	850.0	371.0	2841.0	1514.0	1455.0	408.0	4036.0	2072.0	1835.0	463.0	567.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Oligotrichida; Strombidiidae; Strombidiidae_X; Strombidiidae_X_sp.
0a2a8b316870a14e07dbec68f1c68a8b	3552.0	427.0	3364.0	156.0	225.0	708.0	13818.0	309.0	1558.0	5046.0	247.0	792.0	193.0	25.0	0.0	1294.0	323.0	133.0	0.0	9874.0	1083.0	163.0	0.0	1153.0	0.0	513.0	78.0	245.0	2434.0	1718.0	36.0	377.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Arthropoda; Crustacea; Maxillopoda; Metridia; Metridia_sp.
c5b9e4583d5495cc01f30ea23a35e2ca	29.0	22.0	34.0	0.0	100.0	82.0	105.0	45.0	0.0	0.0	0.0	184.0	77.0	140.0	0.0	0.0	0.0	5210.0	9582.0	3967.0	1839.0	4469.0	12998.0	0.0	0.0	0.0	53.0	0.0	0.0	70.0	89.0	72.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_sp.
a149ac2700d4fa5511b1cd92e99a0b21	0.0	708.0	361.0	1030.0	1753.0	249.0	126.0	1004.0	322.0	739.0	2992.0	634.0	877.0	1522.0	2670.0	1406.0	1558.0	791.0	2997.0	0.0	0.0	317.0	2460.0	1534.0	1947.0	2167.0	2270.0	343.0	330.0	628.0	2037.0	1193.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
208f6e56d49e7c6fc199e5e669a82886	0.0	104.0	167.0	118.0	396.0	355.0	142.0	174.0	543.0	2938.0	2584.0	757.0	876.0	946.0	730.0	480.0	1527.0	0.0	0.0	0.0	0.0	0.0	0.0	1673.0	1719.0	1323.0	246.0	6879.0	710.0	6439.0	525.0	1770.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa
4118e0fdd8c432614b82c31610ff8074	0.0	0.0	0.0	0.0	32.0	1809.0	206.0	0.0	374.0	377.0	0.0	1450.0	0.0	89.0	774.0	366.0	1731.0	0.0	0.0	0.0	0.0	0.0	0.0	6543.0	495.0	380.0	360.0	11328.0	1033.0	6023.0	158.0	0.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida-Tintinnina; Xystonellidae
19bc519596eb5bf51419ceac27922610	234.0	406.0	342.0	438.0	325.0	415.0	301.0	351.0	532.0	1414.0	1765.0	656.0	556.0	720.0	1707.0	2024.0	2281.0	149.0	488.0	155.0	981.0	74.0	548.0	2615.0	3834.0	2869.0	1660.0	603.0	885.0	645.0	1638.0	1385.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_sp.
fd8857c0ad31d657999954169cdce173	61.0	108.0	26.0	41.0	2621.0	1312.0	0.0	0.0	1543.0	0.0	16.0	2447.0	2244.0	2837.0	0.0	0.0	0.0	61.0	110.0	127.0	166.0	71.0	247.0	0.0	0.0	0.0	4337.0	778.0	1377.0	3106.0	4501.0	2579.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Thalassiosirales; Thalassiosiraceae; Thalassiosira
0f0d85badcf2e298792044614f7b671a	0.0	0.0	0.0	0.0	65.0	17622.0	0.0	0.0	1216.0	0.0	0.0	1867.0	0.0	98.0	0.0	0.0	0.0	152.0	34.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	153.0	4258.0	24.0	2217.0	146.0	0.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida; Strombidinopsidae; Strombidinopsis; Strombidinopsis_sp.
e9648c2f0f7ae6629950ec3b50a3010b	9.0	8.0	0.0	0.0	19.0	45.0	11419.0	12010.0	110.0	39.0	30.0	0.0	0.0	0.0	0.0	0.0	6.0	3355.0	35.0	12.0	44.0	6.0	65.0	477.0	0.0	18.0	0.0	3.0	0.0	11.0	9.0	0.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Urochordata; Urochordata_X; Appendicularia; Oikopleura; Oikopleura_labradoriensis
3329e754f6908f1124daecb6ac835ab7	240.0	1479.0	258.0	1440.0	427.0	132.0	477.0	2204.0	432.0	174.0	1279.0	200.0	951.0	564.0	1869.0	463.0	1260.0	79.0	312.0	244.0	1420.0	64.0	547.0	978.0	2069.0	2191.0	632.0	160.0	342.0	151.0	672.0	3007.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
40f0c3cda6d5c5b7bb819bca14b929fa	1016.0	262.0	726.0	353.0	0.0	0.0	0.0	82.0	0.0	0.0	26.0	0.0	0.0	0.0	44.0	1584.0	158.0	10.0	47.0	20803.0	906.0	0.0	57.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	Eukaryota; TSAR; Rhizaria; Radiolaria; Acantharea; Acantharea_C; Acantharea_C3; Litholophus; Litholophus_spB
f9d978a22c32734a225b0e9271be34bc	6466.0	4691.0	425.0	1158.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3455.0	9451.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales
cf8e0513c125001b0fd5d7eb15450609	3827.0	41.0	9926.0	205.0	0.0	70.0	2306.0	0.0	0.0	2985.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1389.0	90.0	1004.0	45.0	1074.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Arthropoda; Crustacea; Maxillopoda; Eucalanus
e00aef89bbab20f9a7db9bd922e46bfe	4754.0	1727.0	2767.0	1165.0	0.0	0.0	1964.0	1637.0	0.0	94.0	63.0	0.0	0.0	0.0	28.0	0.0	36.0	889.0	1043.0	1021.0	1168.0	452.0	1476.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
f94b5f5162c15f7ae59697fe62858bfb	681.0	60.0	42.0	0.0	101.0	153.0	1065.0	150.0	83.0	0.0	14.0	781.0	61.0	154.0	1161.0	93.0	2070.0	1072.0	326.0	145.0	59.0	719.0	157.0	4778.0	1239.0	1029.0	382.0	1672.0	35.0	1108.0	238.0	63.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida-Tintinnina; Ptychocylididae
c1a7116123b44f9d641a2c8a4ffb2117	572.0	1326.0	830.0	1189.0	181.0	194.0	765.0	926.0	391.0	341.0	691.0	285.0	345.0	251.0	825.0	320.0	638.0	266.0	439.0	344.0	771.0	222.0	827.0	554.0	1037.0	1132.0	431.0	258.0	535.0	209.0	559.0	1463.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
5d6f349d2d611996a9d918dfb8b03b81	0.0	178.0	0.0	91.0	1324.0	0.0	113.0	0.0	123.0	102.0	179.0	89.0	463.0	254.0	6565.0	276.0	469.0	0.0	467.0	0.0	0.0	0.0	460.0	867.0	560.0	2721.0	1185.0	89.0	67.0	63.0	835.0	387.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales; Prorocentraceae; Prorocentrum
016119bae19d1cca8495e0e8bfb51ddd	313.0	357.0	220.0	416.0	810.0	157.0	516.0	153.0	603.0	639.0	348.0	436.0	590.0	477.0	1623.0	442.0	721.0	654.0	553.0	78.0	125.0	470.0	511.0	907.0	740.0	957.0	510.0	346.0	269.0	162.0	739.0	699.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium
322f0aaae5910a3f96ec3feb43b71aa8	1411.0	422.0	1984.0	595.0	61.0	223.0	3776.0	191.0	348.0	0.0	0.0	483.0	74.0	53.0	91.0	1066.0	514.0	168.0	69.0	565.0	247.0	166.0	66.0	561.0	171.0	206.0	30.0	908.0	1040.0	511.0	76.0	106.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida-Tintinnina; Dictyocystidae
185ea7cfcd643c6b6255b114031e9d22	678.0	1473.0	1432.0	2075.0	206.0	63.0	576.0	486.0	254.0	353.0	832.0	94.0	258.0	160.0	335.0	437.0	444.0	139.0	342.0	350.0	249.0	117.0	564.0	384.0	486.0	473.0	276.0	196.0	402.0	202.0	216.0	1337.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_sp.
bfc351afa7f9d4a8f459192f8f3477f2	0.0	0.0	0.0	0.0	14.0	150.0	38.0	128.0	5398.0	9768.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	241.0	0.0	10.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	7.0	16.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-IV; Dino-Group-IV-Hematodinium-Group; Hematodinium; Hematodinium_sp.
a53acc00b2673d68af6152835b2696ae	32.0	330.0	107.0	356.0	185.0	65.0	24.0	298.0	77.0	627.0	2945.0	62.0	241.0	232.0	2100.0	330.0	630.0	93.0	248.0	0.0	48.0	14.0	190.0	791.0	2096.0	1651.0	256.0	113.0	159.0	183.0	354.0	794.0	Eukaryota; Cryptista; Cryptophyta; Cryptophyta_X; Cryptophyceae; Cryptomonadales; Cryptomonadales_X; Plagioselmis; Plagioselmis_prolonga
e58d8451c3458f804b7b0ddad58c87a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13624.0	0.0	0.0	0.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Mollusca; Gastropoda; Nudibranchia
06e44c388907f4dcff4999ac008175b8	37.0	221.0	7.0	35.0	161.0	18.0	30.0	137.0	25.0	0.0	43.0	11.0	31.0	36.0	140.0	34.0	44.0	444.0	1965.0	2554.0	3106.0	1139.0	2756.0	45.0	96.0	109.0	139.0	13.0	16.0	37.0	81.0	41.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Chaetocerotales; Chaetocerotaceae; Chaetoceros
81205e66e9ce9b6dac66d9d5ebf2d0a8	685.0	261.0	776.0	487.0	462.0	271.0	672.0	284.0	440.0	454.0	383.0	304.0	168.0	130.0	654.0	819.0	707.0	46.0	88.0	170.0	188.0	113.0	103.0	542.0	824.0	464.0	522.0	855.0	296.0	409.0	510.0	377.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
2693ce33a718961037c17499e9562c2f	208.0	1093.0	535.0	1627.0	146.0	43.0	37.0	285.0	32.0	47.0	228.0	51.0	186.0	293.0	838.0	204.0	458.0	64.0	316.0	5.0	11.0	31.0	553.0	318.0	766.0	723.0	330.0	17.0	181.0	53.0	364.0	2132.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
6494d2d93474c7e87993107d1ad5c685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2555.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Annelida; Annelida_X; Annelida_XX; Nephtys
52bb5b3ac835e724a91e29d5d32641a1	777.0	562.0	446.0	375.0	93.0	262.0	609.0	391.0	308.0	77.0	114.0	69.0	136.0	65.0	646.0	457.0	527.0	85.0	150.0	898.0	1287.0	75.0	313.0	444.0	436.0	406.0	85.0	282.0	433.0	86.0	113.0	292.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
d891aa3375a038592e47b2f805c8ef78	59.0	167.0	133.0	217.0	44.0	156.0	949.0	507.0	82.0	2152.0	2308.0	65.0	54.0	53.0	36.0	771.0	292.0	649.0	821.0	127.0	91.0	186.0	753.0	60.0	85.0	110.0	53.0	68.0	0.0	84.0	30.0	38.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Oligotrichida; Tontoniidae; Pseudotontonia; Pseudotontonia_sp.
5c47c73176b38a3783a0c5b6e1f00997	84.0	88.0	99.0	36.0	282.0	442.0	12.0	9.0	721.0	0.0	11.0	1243.0	210.0	410.0	0.0	0.0	0.0	904.0	1425.0	479.0	354.0	1017.0	1123.0	0.0	5.0	0.0	351.0	227.0	384.0	706.0	429.0	108.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Chaetocerotales; Chaetocerotaceae; Chaetoceros
d83da33ea450be834acd00c407a4046c	0.0	0.0	0.0	0.0	74.0	198.0	0.0	0.0	579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	9529.0	0.0	0.0	315.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Annelida; Annelida_X; Annelida_XX; Aurospio
bdae11999d9e5dc9d28fa337435eddbe	410.0	456.0	431.0	299.0	763.0	706.0	0.0	53.0	689.0	0.0	96.0	1097.0	291.0	382.0	312.0	401.0	212.0	91.0	115.0	72.0	65.0	59.0	178.0	174.0	187.0	214.0	351.0	445.0	703.0	807.0	246.0	394.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Thalassiosirales; Thalassiosiraceae
904a8098d98ff103cc7b64ae9a387174	388.0	421.0	528.0	166.0	180.0	104.0	27.0	61.0	175.0	39.0	131.0	185.0	131.0	90.0	31.0	499.0	128.0	2096.0	1248.0	317.0	88.0	782.0	1428.0	300.0	0.0	0.0	183.0	105.0	187.0	241.0	60.0	85.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Bacillariophyceae; Bacillariales; Bacillariaceae; Fragilariopsis
8b81b765d523d23f3127113c03efe2f3	1300.0	1249.0	1367.0	874.0	129.0	122.0	8.0	0.0	132.0	0.0	0.0	171.0	125.0	201.0	94.0	50.0	169.0	666.0	510.0	146.0	334.0	218.0	398.0	99.0	59.0	120.0	365.0	168.0	178.0	330.0	254.0	393.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Chaetocerotales; Chaetocerotaceae; Chaetoceros; Chaetoceros_dichaeta
32687f1ef150c93c9ce677653d30bf99	3039.0	1850.0	2732.0	1065.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	244.0	0.0	0.0	328.0	314.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Dinophyceae_XX; Dinophyceae_XXX; Dinophyceae_XXX_sp.
30fc6b69b11dd512b14d6d8e1fc2d7ec	156.0	234.0	395.0	404.0	218.0	411.0	197.0	177.0	114.0	167.0	142.0	642.0	124.0	133.0	299.0	232.0	638.0	206.0	130.0	0.0	0.0	101.0	420.0	1014.0	778.0	353.0	216.0	597.0	164.0	264.0	134.0	710.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Oligotrichida; Strombidiidae; Strombidiidae_X; Strombidiidae_X_sp.
eb904cbc064fc757e2ae116ca8461070	341.0	465.0	940.0	333.0	59.0	70.0	585.0	873.0	66.0	298.0	439.0	46.0	139.0	143.0	181.0	152.0	273.0	159.0	238.0	132.0	449.0	107.0	521.0	275.0	475.0	477.0	121.0	82.0	163.0	76.0	187.0	412.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales; Prorocentraceae; Prorocentrum; Prorocentrum_sp.
728d2372d23834a0e0f9ad12f518b7a7	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	24.0	28.0	0.0	7.0	0.0	0.0	0.0	7.0	7.0	5553.0	1412.0	446.0	20.0	1076.0	549.0	12.0	3.0	0.0	4.0	0.0	4.0	0.0	10.0	0.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Protoperidiniaceae; Protoperidinium; Protoperidinium_denticulatum
8511063accf0f29771e80d9d4bd3ceca	0.0	192.0	59.0	153.0	275.0	50.0	15.0	86.0	77.0	118.0	563.0	112.0	336.0	272.0	1073.0	116.0	341.0	21.0	93.0	0.0	0.0	0.0	46.0	308.0	972.0	916.0	447.0	80.0	194.0	175.0	856.0	760.0	Eukaryota; Cryptista; Cryptophyta; Cryptophyta_X; Cryptophyceae; Cryptomonadales; Cryptomonadales_X; Teleaulax
3693c369de81d4bfd4e94c6840783eb4	115.0	164.0	1318.0	155.0	0.0	0.0	421.0	119.0	0.0	3474.0	1086.0	140.0	0.0	0.0	98.0	0.0	132.0	134.0	56.0	0.0	0.0	88.0	175.0	241.0	126.0	120.0	0.0	259.0	0.0	87.0	0.0	0.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Oligotrichida; Strombidiidae; Strombidiidae_X; Strombidiidae_X_sp.
cf8b0988eb34ec640460e2b12ebcc65d	145.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	1100.0	1767.0	1453.0	1158.0	840.0	1778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	76.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
054168fbb45f2ff54a8861645ac767ad	0.0	0.0	0.0	0.0	693.0	482.0	0.0	0.0	586.0	0.0	0.0	1114.0	697.0	667.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	926.0	265.0	462.0	811.0	1022.0	615.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Thalassiosirales; Thalassiosiraceae
97a46d00f888362157926268aa9955fe	328.0	176.0	616.0	96.0	189.0	70.0	29.0	35.0	165.0	282.0	48.0	90.0	128.0	147.0	310.0	377.0	847.0	373.0	179.0	94.0	140.0	110.0	349.0	692.0	264.0	225.0	164.0	487.0	380.0	116.0	201.0	567.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae
04e4cf396c51822a0551998c0055ec3e	186.0	721.0	130.0	595.0	74.0	46.0	0.0	27.0	73.0	22.0	59.0	48.0	70.0	100.0	94.0	42.0	123.0	859.0	1710.0	130.0	331.0	414.0	1474.0	64.0	111.0	107.0	159.0	42.0	26.0	50.0	183.0	114.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Chaetocerotales; Chaetocerotaceae; Chaetoceros
6252c5608b27ad241174c5e2065ed5d6	206.0	0.0	98.0	0.0	0.0	0.0	23.0	0.0	2757.0	244.0	0.0	0.0	0.0	0.0	0.0	812.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	2280.0	0.0	690.0	96.0	0.0	0.0	435.0	0.0	0.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Arthropoda; Crustacea; Maxillopoda; Neocalanus; Neocalanus_cristatus
d70916ef7d399047e497c38a9944fa2b	396.0	341.0	178.0	185.0	187.0	0.0	551.0	311.0	121.0	87.0	80.0	71.0	86.0	77.0	334.0	440.0	369.0	148.0	198.0	402.0	610.0	98.0	278.0	288.0	392.0	407.0	171.0	131.0	141.0	78.0	172.0	298.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae
0302971dd068b98cf6a2d50d07c72bf4	674.0	117.0	968.0	289.0	37.0	244.0	497.0	98.0	134.0	0.0	0.0	193.0	101.0	45.0	49.0	874.0	321.0	525.0	93.0	0.0	0.0	423.0	184.0	276.0	158.0	106.0	32.0	602.0	92.0	269.0	0.0	53.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Oligotrichida; Strombidiidae; Strombidiidae_X; Strombidiidae_X_sp.
c8f4c960116f0013d86be2ee04677bda	0.0	0.0	0.0	0.0	0.0	0.0	1876.0	3486.0	0.0	1469.0	612.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Urochordata; Urochordata_X; Appendicularia; Oikopleura; Oikopleura_dioica
a77de6169321389ca77a9c281cc837c8	504.0	53.0	1563.0	149.0	80.0	59.0	130.0	0.0	64.0	1170.0	110.0	60.0	0.0	36.0	48.0	131.0	166.0	0.0	0.0	0.0	0.0	0.0	45.0	305.0	375.0	514.0	242.0	422.0	0.0	255.0	910.0	34.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida-Tintinnina; Xystonellidae; Parafavella
f4a594ee01c866d0d64f60047d075c28	0.0	0.0	0.0	0.0	268.0	53.0	56.0	159.0	88.0	69.0	469.0	69.0	220.0	119.0	1829.0	253.0	468.0	0.0	67.0	0.0	39.0	0.0	0.0	403.0	817.0	969.0	192.0	0.0	76.0	99.0	165.0	274.0	Eukaryota; TSAR; Stramenopiles; Gyrista; Mediophyceae; Thalassiosirales; Thalassiosiraceae; Minidiscus
9528c824bc8f2c4fc6e75883920dc352	46.0	904.0	106.0	675.0	96.0	40.0	48.0	929.0	41.0	47.0	690.0	29.0	147.0	111.0	306.0	50.0	134.0	12.0	164.0	48.0	714.0	9.0	310.0	105.0	334.0	339.0	173.0	19.0	60.0	36.0	186.0	272.0	Eukaryota; Archaeplastida; Picozoa; Picozoa_X; Picozoa_XX; Picozoa_XXX; Picozoa_XXXX; Picozoa_XXXXX; Picozoa_XXXXX_sp.
e97a06d8c7a926cc69785c856fe05e5f	39.0	128.0	101.0	179.0	144.0	0.0	80.0	67.0	80.0	1145.0	1270.0	153.0	61.0	113.0	190.0	126.0	213.0	47.0	174.0	126.0	40.0	21.0	206.0	305.0	640.0	496.0	224.0	20.0	49.0	58.0	518.0	46.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida; Choreotrichida_X; Choreotrichida_XX; Choreotrichida_XX_sp.
3f50dca997aa88a1764d8a89438cdfb3	118.0	0.0	492.0	0.0	12.0	9.0	90.0	0.0	451.0	138.0	0.0	0.0	13.0	0.0	61.0	0.0	661.0	42.0	0.0	50.0	0.0	103.0	0.0	641.0	59.0	30.0	0.0	0.0	3889.0	10.0	0.0	7.0	Eukaryota; Obazoa; Opisthokonta; Metazoa; Arthropoda; Crustacea; Maxillopoda; Triconia; Triconia_borealis
a10ddf7dd77e95fd02a323d1d4efe06c	252.0	152.0	255.0	141.0	174.0	60.0	254.0	205.0	221.0	146.0	118.0	215.0	89.0	94.0	418.0	336.0	248.0	300.0	460.0	55.0	111.0	151.0	600.0	218.0	240.0	211.0	125.0	240.0	201.0	189.0	90.0	237.0	Eukaryota; TSAR; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_nei/rotundata
9e918eaffa8bad061c4295d712f5ac1a	45.0	10.0	74.0	25.0	82.0	32.0	42.0	127.0	114.0	1813.0	2567.0	104.0	90.0	86.0	238.0	0.0	292.0	12.0	55.0	0.0	0.0	0.0	119.0	217.0	207.0	107.0	51.0	31.0	39.0	90.0	37.0	88.0	Eukaryota; TSAR; Alveolata; Ciliophora; Spirotrichea; Choreotrichida; Strobilidiidae; Pelagostrobilidium; Pelagostrobilidium_sp.
